tweet,task1,task2,pred_class
"@Kuestenkorsar @Steinhoefel Okay, dann sagen Sie mir - was war das fundierte .",OTHER,OTHER,3
"Gelbwesten in Frankreich wollen in die Politik. Ein kluger Schachzug von Maron und Konsorten.“ Gebt den einen oder anderen ein klein wenig Posten Macht und Geld und du hast gewonnen“. Das wird ein oder zwei von ihnen reich und berühmt machen, die Bewegung wird es töten.",OTHER,OTHER,3
@Kuestenkorsar @Steinhoefel fundiert??? womit??? Für mich die Instrumentalisierung eines Kindes!,OTHER,OTHER,3
@dr_karin_kaiser @OliverKulikBln Viel Erfolg für Ihre Arbeit.,OTHER,OTHER,3
@g_reichenbach @AliceWo18626168 Und was hat er wirklich gesagt?,OTHER,OTHER,3
"Deutsche haben ein Grundgesetz. Wenn Regeln des zusammenleben ignoriert werden ist alles zu spät. Justizminister sagt: Migrant darf ungestraft falsche Angaben machen. Bürgschaft für Migranten gilt nicht. Strafen sollen nach Geldbeutel ausgesprochen werde, usw. D hat fertig",OTHER,OTHER,3
"@Kall90384061 @_Foseti_ Wird sehr schwierig, den Kopf von innen zu reinigen.",OTHER,OTHER,3
"@AusFuzzy Ich finde es falsch. Das Delikt muss bestraft werden, ohne Ansehen der Person. Alles andere ist auch nicht mit unserem Grundgesetz zu vereinbaren. Dort steht alle Menschen (Bürger) sind gleich, auch die bösen ""Reichen"".",OTHER,OTHER,3
@OliverStern11 Siehe die Gedenkfeier in Buchenwald.,OTHER,OTHER,3
"@GeorgDrache @Ralf_Stegner ..... drum gibt es in Deutschen Staate, statt Wissen Marmelade.",OTHER,OTHER,3
"@RealSHIRA @m_aus_s Auch Normalos"" bekommen einmal Rente (hoffe ich) Renten sind Zinsgestützt!",OTHER,OTHER,3
"@GabyNiemand @Graubaer1953 @mittelfinger Die Frage ist es, ob sie, die Eltern, es immer wissen???",OTHER,OTHER,3
@MichaelStauber Wie wird man eigentlich Gesundheitsexperte? Lach!,OTHER,OTHER,3
@mittelfinger Wo sind die Eltern dieser Kinder? Sie sind hier gefragt!!!!!!!!!!,OTHER,OTHER,3
"Heute berät die EZB über den Zins. Es wird bei 0% bleiben. Seit Jahren werden Sparer, zu Gunsten der EU und ihrer kaputten Finanzpolitik enteignet, keinem scheint es zu stören. Die EU wird das nicht retten, das Ende ist absehbar. Aber der Michel hält still. Wie lange noch?",OTHER,OTHER,3
@ruger_ute Wer sagte doch gleich Hass macht hässlich?<U+0001F609>,OTHER,OTHER,3
"Knobloch beleidigt die AfD im Bayrischen Landtag. Sie setzt die AfD mit Nationalsozialisten der NS-Zeit gleich. Wie gut das diese schlimme Frau nicht die Mehrheit der Juden in Deutschland vertritt! ""Charlotte, mir graut vor Dir"".",OTHER,OTHER,3
"Seehofer sagt die Migranten-Zahlen sinken,<U+0001F632> der Staat stellt die Ordnung wieder her. Das ist das Eingeständnis dass mit der Migration nichts in Ordnung war. Respekt Hr. Drehhofer.",OTHER,OTHER,3
Dass Boris Pistorius kein Rechtsbewusstsein hat wissen wir seit dem Ankauf von Steuer-CDs. Jetzt will er „Reiche“ Verkehrssünder härter bestrafen als „Arme“. Was kommt als nächstes? „Bio-Deutsche“ offiziell härte Bestrafen als „Nicht- Deutsche“? Zumindest ist System erkennbar.,OTHER,OTHER,3
@KingGeorgVI @EngelGert Ich kann es nicht mehr sagen. Bild und Artikel sind verschwunden und ich habe es nicht gespeichert. Das Bild zum Tweet ist ebenfalls weg. Sorry.,OTHER,OTHER,3
"@JanaRudolph13 @DieterSchien Abwarten, Info vom DLF. Heute morgen.",OTHER,OTHER,3
"@claudisbest Nein, bei Steuerzahlern, und Bio-Deutsche.– Ja, bei Migranten muss man immer sehen: traumatisiert, psychisch krank, klein und schwach-braucht Messer, nicht zurechnungsfähig, unterschiedlicher Tradition, andere Werte, durch eine fremde Kultur geprägt. Habe ich was vergessen?",OTHER,OTHER,3
"@DianeKrass Und ich mache meine Aufzeichnungen. Gottes Mühlen mahlen langsam aber genau. Wir haben gelernt, dass man auch noch 90 - 100jährige zu Rechenschaft ziehen kann.",OTHER,OTHER,3
"@unbequemes Und ich werde ganz einfach ein Deutscher bleiben, und für alle weiter fleißig Steuern zahlen. Vorerst!",OTHER,OTHER,3
"@FranzJo98100261 @FLehrter ich, aber das kann doch nicht die Erkenntnis daraus sein!!!",OTHER,OTHER,3
@SchwarzesScha13 @AufgewachteWelt Nennen Sie mir eine die völlig sicher ist.,OTHER,OTHER,3
@widerstandskind @Provokateur2000 Tausende vo Einzelfällen ergeben das Bild.<U+0001F609>,OTHER,OTHER,3
"@krippmarie Warum hat er so lange gebraucht, um zu dieser Erkenntnis zu kommen?",OTHER,OTHER,3
@sandra2519691 Dann eben 100X 5 !<U+0001F923><U+0001F605><U+0001F602><U+0001F44D><U+0001F609>,OTHER,OTHER,3
"@nephroVIP @eleration Ich versuche immer zu differenzieren, gelb ist ganz sicher nicht gleich dumm. !!!!!!!",OTHER,OTHER,3
"Achtung Eilmeldung!!! |LBR| Whats App schränkt Informationsfreiheit ein, es ist nicht mehr möglich Nachrichten an mehr als 5 User zu senden. – Das sind Maßnahmen wie in Indien, China, Nordkorea usw. Gratulation, wir haben dieses Niveau endlich erreicht. <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F92E><U+0001F92E><U+0001F92E>",OTHER,OTHER,3
"@MichaelScheune3 @1schlobohm Ab an den EUGH, Herr Macron",OTHER,OTHER,3
@Baum79308079 @Fern_Schreiber @MaXanonymous Und warum wehren sich die Rentner nicht? Sie sind die stärkste Macht in Deutschland!,OTHER,OTHER,3
"Also, mal kurz zusammengefasst, die Antifa macht jetzt die Recherche für den VS - und wenn ein Migrant 6 mal auf eine Person einsticht ist es Notwehr. Okay,<U+0001F644><U+0001F632><U+0001F60F><U+0001F623> und was kommt morgen? Bin Laden übernimmt die Regierung?",OTHER,OTHER,3
@Feuerrad1 Für mich waren es einfach Bürger.,OTHER,OTHER,3
"@ReegEgil Der Entstehung des Kommunismus steht der Mensch als soches, mit seiner Genetik, seinem „menschlichen Verhalten“ wie Faulheit, Neid, Missgunst, Habgier … diametral gegenüber. Kommunismus, in der Form seiner Erfinder wird es NIE geben. Kommunisten schon.",OTHER,OTHER,3
"@antifaraus Ja, ich auch. Vor nicht so langer Zeit wusste ich nicht einmal das die Haustür einen Schlüssel hat. |LBR| Armes Deutschland.",OTHER,OTHER,3
"@antifaraus In Frankreich hätte es, in dieser Situation, Antifa-Mus gegeben. Armes Deutschland.",OTHER,OTHER,3
"@HPfahle @MundUnTotbar @JosefWeiglein Polen, Spanier, Griechen, Portugiesen und Vietnamesen machen nie Probleme.",OTHER,OTHER,3
"@HPfahle @JeannetteLeipz2 @MundUnTotbar @JosefWeiglein Ich brauche keine Statistiken, habe die Realität täglich vor Augen, leider.",OTHER,OTHER,3
"@KritischerTroll Maas behauptet sogar, es hätte seit der EU in Europa keinen Krieg mehr gegeben. Die Eu stehe für Frieden<U+0001F61F><U+0001F61A><U+0001F617><U+0001F928><U+0001F619>??? |LBR| Okay, denn ist der Kosvo wohl schon Afrika.<U+0001F923>",OTHER,OTHER,3
"gelöscht - nochmal: DLF kritisier Israel, weil ein Tool auf google m. vor palästinensischen Gebieten warnt und weil Hebron von google m.s nicht navigiert wird. Was geht hier ab? Darf sich Israel nicht mehr schützen. Im Übrigen auch bei uns in D gibt es Eingriffe in google m.!",OTHER,OTHER,3
@Rassel1408 @SM100d Der Mann ist schon bekannt.,OTHER,OTHER,3
Kann mir einer erklären warum dieser Tweet gelöscht wurde??????????,OTHER,OTHER,3
"gelöscht<U+0001F644> also nochmal: |LBR| DLF kritisier Israel, weil ein Tool auf googlem. vor palästinensischen Gebieten warnt und weil Hebron von googlem.s nicht navigiert wird. Was geht hier ab? Darf sich Israel nicht mehr schützen. Im Übrigen auch bei uns in D gibt es Eingriffe in googlem.!",OTHER,OTHER,3
"@barbara25411 Kann man, nur sollte man bedenken: Der größte und beste Schachzug der Stasi( nach 89) war es Mistrauen zu verstreuen, so das jeder jeden verdächtigte. Nur so konnten sie sich entziehen und regenerieren. Deshalb bin ich sehr vorsichtig. Aber Sie haben recht.",OTHER,OTHER,3
"@HeinrichLudger Nein, darum muss jede Zeit seine Eigenen Entscheidungen treffen.",OTHER,OTHER,3
@HeinrichLudger Wie sagte F. J. Strauß ?,OTHER,OTHER,3
"@HeinrichLudger Wir scheinen hier unterschiedlicher Meinung zu sein, eine gute Partei sollte so etwas verkraften.",OTHER,OTHER,3
"@HeinrichLudger Das Ergebnis ist eine schwächere AfD, denn wir brauchen jede Stimme um D zu retten. |LBR| Persönliche Animositäten abstellen, wir haben nur diese Chance.",OTHER,OTHER,3
"Im ROTGRÜNEN Hamburg sind dieses Jahr 4 Obdachlose erfroren. Während Migranten gehegt und gepflegt werden ist kein Platz zum auffangen und aufwärmen dieser Menschen da. Das geschieht im “bestem Deutschland aller Zeiten“. Schämt Euch Hamburg, Schämt Euch Deutsche Regierung.",OTHER,OTHER,3
"@Frizcatcom Seit einiger Zeit werden viele meiner Tweets als gelöscht angezeigt, aber sie erscheinen dann irgendwann wieder. Dieser auch. ???",OTHER,OTHER,3
"3/3 |LBR| Es fällt nicht schwer zu erkennen was Altparteien im Schilde führen. Angst steht ihnen ins Gesicht geschrieben, Angst Macht zu verlieren, das Volk nicht mehr zu kontrollieren. Wir haben nur diese eine Chance. Seid klug und rückt zusammen. Persönliches muss außen anstehen.",OTHER,OTHER,3
"2/3 |LBR| Ich finde es falsch dass Petry gegangen ist, das Poggeburg gegangen ist, auch wenn beiden Fehler gemacht haben, wer macht keine. Warum erkennt man nicht die geplante Sprengung der Partei? Wie kann es sein das der große gemeinsame Gedanke für unser Land nicht zusammenschweißt?",OTHER,OTHER,3
"1 von 3 |LBR| Ich hoffe die AfD reagiert jetzt klug und nicht übereilt. Man versucht die AfD in Teilstücke zu zerlegen, das darf nicht geschehen, im Gegenteil. Alle Kräfte bündeln und dabei aller in einer klaren Linie stehen, Disziplin halten und nicht über jedes Stöckchen springen.",OTHER,OTHER,3
"Kreuzworträtsel: |LBR| Gesellschaftsform mit 11 Buchstaben, in der Medien einen Erziehungsauftrag haben und Opposition vom (Staats)Verfassungsschutz behindert wird. |LBR| Ich weiß, das ist schwer.<U+0001F61F><U+0001F609>",OTHER,OTHER,3
"Laut Anja Reschke ist der ÖR in D eine Erziehungsanstalt, die Menschen auf Regierungslinie bringen soll. Somit ist die Erhebung eines (Zwangs)Beitrages rechtswidrig. (Zwangs)Bildung ist Ländersache.<U+0001F609>",OTHER,OTHER,3
"@SchulenburgCh @bernd471 @sachsenanhalt Mal nur so als Frage, waren Sie in der Ost-CDU? Vom Demokratieverständnis könnte man es denken. |LBR| Bitte um eine Antwort. Danke im Voraus.",OTHER,OTHER,3
"@KatrinW_BILD @bpol_nrw Ja, ""Mann"", kenne ich, diesen nicht persönlich.",OTHER,OTHER,3
"Das Pokerspiel das die EU mit GB im Bezug auf den Brexit treibt, ist leicht zu durchschauen, unannehmbare Bedingungen um ein zweites Referendum zu erzwingen. (Abschreckung)! Die Entscheidung des Bürgers soll nicht zählen. EU=Merkel=Antidemokraten. Die EU „hat fertig“!",OTHER,OTHER,3
"@SatireUNfreiesD Recht hat er, aber es wird nicht gelingen. Nur noch AfD!",OTHER,OTHER,3
"@Kuestenkorsar @seifert34 @spdde @CDU Der Name Grundgesetz deutet auf eine Vorläufigkeit hin. Und wie Sie sagten, ohne Alliierte ging nichts.",OTHER,OTHER,3
"@Kuestenkorsar @seifert34 @spdde @CDU Eine Verfassung gibt sich ein Volk selbst, siehe Weimarer Verfassung 31.7. bis 14.8. 1919 die Unterzeichnung, das trifft auf unser ""Grundgesetz"" nicht zu. Es ist von den Alliierten.",OTHER,OTHER,3
"Die AfD durch den VS beobachten zu lassen heißt nichts anderes, als: Die UNIONROTGRÜNLINKS-Partei hat keine politischen Argumente für eine sachliche Auseinandersetzung ergo- Nazikeule. Ich kann ihre Angst vor dem Bürger riechen.",OTHER,OTHER,3
"Heute Mittag im DLF, Ars…..h Kahrs möchte eine Diskussion über ein AfD Verbot durch den Verfassungsschutz erreichen. – Ich möchte eine Diskussion über die moralische und ethische Eignung von BT-Abgeordneten („ ..ich krieg Dich , Du Schlampe“)-( „… Pack …“) erreichen.",OTHER,OTHER,3
"@VERONICAKOCH16 @SilvanaZander Aber sie tut den Juden damit keinen Gefallen, im Gegenteil, es wird gefährlich auf den Straßen. Besonders für Juden!",OTHER,OTHER,3
"gelöscht, -also noch einmal: |LBR| Zum Gedenktag Luxemburg und Liebknecht- Ehrung der Linken an deren Mahnmal. Das ist gut und verständlich, warum aber laufen viele von Ihnen am Mahnmal der Opfer des Stalinismus ohne Ehrung vorbei. Unter Ihnen Sahra Wagenknecht! Noch Fragen?",OTHER,OTHER,3
"Zum Gedenktag Luxemburg und Liebknecht- Ehrung der Linken an deren Mahnmal. Das ist gut und verständlich, warum aber laufen viele von Ihnen am Mahnmal der Opfer des Stalinismus ohne Ehrung vorbei. Unter Ihnen Sahra Wagenknecht! Noch Fragen?",OTHER,OTHER,3
@FritzvonSteiner Sagen wir „Meinungsunterdrückung“? Ich denke jeder hat Stefan verstanden.,OTHER,OTHER,3
"@JackReacher90 Ja auch, zu erst Grenzkontrollen und eine andere Regierung.",OTHER,OTHER,3
@stadtralle @Dr_Herbert_B ..... nur eine Maske hat DIE nie gebraucht!,OTHER,OTHER,3
"@Dieterrad123 Das geht ganz schnell! |LBR| Ich wurde enteignet, das Erbe meines Großvaters, ein kleines Baugrundstück. DDR hat enteignet und die BRD hat nachträglich zugestimmt, die verstanden sich damals schon gut.",OTHER,OTHER,3
"@Lanyihunter1 @AlexCWHartung @Dr_Herbert_B Richtig, dennoch hat jeder einen Kopf.",OTHER,OTHER,3
"@Lanyihunter1 @AlexCWHartung @Dr_Herbert_B Doch ich bin ihnen böse, sehr böse!",OTHER,OTHER,3
"@JoachimFriede4 @Wintersohnx @DaRaschi Ja, aber manche Revolution war zu ""friedlich"", zu nachsichtig. Stichwort Stasi Akten!!!",OTHER,OTHER,3
"@AlexCWHartung @Dr_Herbert_B Diese Einschätzung kann ich nicht teilen. (40Jahre DDR) In der DDR waren 50% Kommunisten, wenn auch viele Portemonnaine-Kommuniste waren. Aber sie stützten das System.",OTHER,OTHER,3
"@HerbertHimmelr1 Ihre Unverschämtheit geht durch unsere Feigheit. Unser Mut unsere Tatkraft würde sie in die Schranken weisen. Ich rede nicht von Gewalt, ich rede vom klaren Standpunkt, klare Meinungsäußerung, von Standfestigkeit. Der Staat kann uns nicht schützen, falz er es überhaupt will.",OTHER,OTHER,3
@Umar_AlAlmani Die Gedanken sind frei und ich spreche meine aus.,OTHER,OTHER,3
"Die GRÜNROTLINKE Klicke schreit „Nazis raus“ u. vergisst, wenn alle Menschen, alle Bürger die diese Typen als „Nazi“ bezeichnen Deutschland verlassen würden, der Rest den Kitt aus den Fenstern Fressen müsste. Denn diese Bürger/Steuerzahler leben NICHT durch oder vom Staat.",OTHER,OTHER,3
"Löschung von rund 30% meiner Tweets, und seien sie noch so harmlos. |LBR| Leute, Ihr macht Euch lächerlich. Ist Euch das nicht zu elend? |LBR| <U+0001F92A><U+0001F923><U+0001F605><U+0001F602>",OTHER,OTHER,3
Antwort an @bimbas_world |LBR| Geld weg = Antifa weg. So einfach ist das.,OTHER,OTHER,3
@hinkelek Ich denke ein Eigentor des Staatsanwalts!,OTHER,OTHER,3
@7Lebt Er spricht zu sich selbst vor einem Spiegel.,OTHER,OTHER,3
"@Achterberg63 Ja, aber ob das diesen Staatsanwalt überzeugt?<U+0001F609>",OTHER,OTHER,3
"Zu Mordversuch Magnitz: Für die Ermittler liegt ein politischer Hintergrund nahe. Gewissheit würde aber erst die Ergreifung der Täter bringen. ""Das können auch drei Idioten gewesen sein, die meinen, so etwas tun zu müssen"", sagte Passade. |LBR| Ich glaubs nicht!",OTHER,OTHER,3
"EKM-Bischöfin Ilse Junkermann- Mitteldeutschland, ruft dazu auf, Ostdeutschen mehr Zeit für das Einüben von Demokratie zu geben. Der Spruch ist so arrogant, beleidigend, unqualifiziert und dämlich, dass er schon wieder Satire sein könnte. Geht gar nicht!",OTHER,OTHER,3
"AfD-Büro durch Explosion beschädigt,die nächste Eskalationsstufe ist erreicht, Bomben gegen AfD. Kein Wunder, jeder der auf die AfD einschlägt wird von Altparteien/Medien mit Beifall bedacht. Justiz scheint zu schlafen. Hier will jemand Bürgerkrieg. Nicht provozieren lassen!",OTHER,OTHER,3
"Lindner FDP sagt,- wenn man uns ein gutes faires Angebot macht, werden wir Regierungsverantwortung übernehmen. <U+0001F92E><U+0001F922><U+0001F92A> Herr Lindner, Verantwortung übernimmt man aus Überzeugung des Herzens, aus Patriotismus, aus Einsicht u. Liebe vom Volk, Verantwortung ist keine Ware!",OTHER,OTHER,3
"@N0rd3 @AegisBridge Ja, aber diese Art der Politiker hat jede Relation verloren. Es zählt nur die Macht und nichts als die Macht, und nichts als die Macht.",OTHER,OTHER,3
@bimbas_world Geld weg = Antifa weg. So einfach ist das.,OTHER,OTHER,3
@HikariGoi @HaraldPetermann @b_gabelle @FritzvonSteiner Wenn Satire auf Wirklichkeit trifft ....,OTHER,OTHER,3
"@SirSchnee Das ""beste"" Deutschland, dass es je gab, und natürlich so sicher! <U+0001F922>",OTHER,OTHER,3
"@L_Bednarz Hinweis wird erbeten, wo der Shitstorm zu finden ist. Das einzige was ich las war berechtigte Kritik und Ihr wehmütiges Klagen. <U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FE><U+200D><U+2640><U+FE0F>",OTHER,OTHER,3
"@Her_Of_Twin So oder so ähnlich schreibt oder klingt Kelle schon seit Jahren und dabei werden Fakten verdreht. Jeder Anlass ist seinesgleichen recht, um ihre rechten Narrative unters ""Volk"" zu bringen. Ich bin pessimistisch, ob das Kartenhaus einstürzt oder gefährdet ist.",OTHER,OTHER,3
"@Normax_TV Das ist verdammt noch mal sexistische Kackscheisze. Bitte, Danke und Block.",OFFENSE,INSULT,0
@Nordhessische @sduwe @L_Bednarz Und ich Dummerle dachte diesen unreflektierten und einfältigen Kommentar habe ein Schulkind verpasst. Dabei kommt er von der Nordhessischen Zeitung. Was für ein intellektuelles Armutszeugnis.<U+0001F926><U+0001F3FE><U+200D><U+2640><U+FE0F><U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F>,OTHER,OTHER,3
"Wie wäre es mit einer Kochshow? |LBR| Hayali + Bednarz kochen, backen + plaudern mit geladenen Gästen ... |LBR| <U+0001F410>käsetarte mit Kubitschek, |LBR| Arme Ritter <U+0001F93A> mit v. Storch, |LBR| Deutsche <U+0001F954>spezialitäten mit Lengsfeld ... |LBR| Ein nicht endenwollendes TV-Format für alle, die gerne mit Nazis reden",OTHER,OTHER,3
Bei welchem MdB der fckAfD ist Leyla Bilge noch mal Mitarbeiterin? Ich hab's vergessen. #noafd,OFFENSE,INSULT,0
"@sanddrn Danke. Ulrich Oehme, den hatte ich jetzt nicht auf dem Schirm.",OTHER,OTHER,3
@sanddrn Danke dafür. Gut als zusätzliche Ergänzung.,OTHER,OTHER,3
@TheRiver2010 Ich denke vermutlich ja. Wobei ihr Foto im Text recht klein ist.,OTHER,OTHER,3
"@SvenIsHell Na das ist ja mal interessant. Compact macht grade fleissig Werbung für Fördermitglieder für diese offensichtlich nicht bestehende Adresse oder den Briefkasten der ""Initiative Volksbegehren"". Ich kann's auch wieder löschen. <U+0001F937><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F>",OTHER,OTHER,3
@161Taunus Das wäre viell. eine Frage für @antifabued <U+2049><U+FE0F>,OTHER,OTHER,3
"@TheRiver2010 Auf jeden Fall. Ich bin nur davon ausgegangen, dass die Termine mit Sicherheit bekannt sind. Deshalb unerwähnt.",OTHER,OTHER,3
"<U+261D><U+0001F3FE>Es gibt noch sehr viel mehr ""Hutbürger*innen"" bei der CDU, das wird permanent vergessen oder ignoriert. |LBR| Angelika Barbe |LBR| Vera Lengsfeld |LBR| Birgit und Klaus Kelle |LBR| Werner J. Patzelt |LBR| Max Otte |LBR| Veronika Bellmann ... |LBR| Das könnte ich noch stundenlang. <U+0001F4A3> #nocdu #nonazis",OFFENSE,INSULT,0
Erstmalig mein persönliches #ff für die Aktivist*innen von @IfS_dicht und solidarische Gruesze <U+270A><U+0001F3FD>,OTHER,OTHER,3
"@IfS_dicht @zarkojank Mich wundert, dass er nicht Teilnehmer war. Kommt sicher bald. <U+2639>",OTHER,OTHER,3
@Kelticca Unbedingt Verpixeln. Wer das unterlässt bringt antifaschistische Aktivist*innen zusätzlich in Gefahr. Das ist doch nun allgemein bekannt. Herrje.,OTHER,OTHER,3
